sample_id,text,image_path,cognitive_load_label,linguistic_complexity_expert_1,linguistic_complexity_expert_2,formula_density_expert_1,formula_density_expert_2,knowledge_abstractness_expert_1,knowledge_abstractness_expert_2,structural_disorganization_expert_1,structural_disorganization_expert_2,table_complexity_expert_1,table_complexity_expert_2
201,"**Definition**: Operation producing new matrix from two matrices. **Symbols**: A = m×n matrix, B = n×p matrix. **Usage**: Linear transformations, neural networks. **Significance**: Fundamental linear algebra operation. **Calculation**: Dot product of rows and columns.",,2.7,3,2,4,4,4,4,3,3,3,3
202,"**Definition**: Robust loss function combining L1 and L2 losses. **Symbols**: a = error, δ = threshold. **Usage**: Regression with outliers. **Significance**: Less sensitive to outliers than MSE. **Calculation**: Quadratic for small errors, linear for large.",,2.8,2,6,2,4,1,1,3,2,5,5
203,"**Definition**: Algorithm for computing gradients in neural networks. **Symbols**: L = loss, y = activation, w = weight. **Usage**: Training deep neural networks. **Significance**: Enables efficient gradient computation. **Calculation**: Multiply upstream gradient by local derivative.",,2.4,6,5,3,3,4,4,2,3,4,2
204,"**Definition**: Area under Receiver Operating Characteristic curve. **Symbols**: TPR = True Positive Rate, FPR = False Positive Rate. **Usage**: Binary classifier evaluation. **Significance**: Threshold-independent performance measure. **Calculation**: Integrate TPR over FPR range 0-1.",,2.6,1,1,3,3,5,5,2,1,5,4
205,"**Definition**: Probability of transitioning between states. **Symbols**: T = transition matrix, x_t = current state. **Usage**: Sequence modeling, MCMC. **Significance**: Memoryless property. **Calculation**: Lookup in stochastic matrix.",,2.4,3,3,4,4,2,2,4,3,4,4
206,"**Definition**: Decomposition of function into frequency components. **Symbols**: f(x) = time function, ξ = frequency. **Usage**: Signal processing, image analysis. **Significance**: Reveals spectral content. **Calculation**: Integrate product with complex exponentials.",,2.6,4,4,1,1,3,3,4,4,2,2
207,"**Definition**: Algorithm ranking web pages by importance. **Symbols**: d = damping factor, L = outbound links. **Usage**: Web search ranking. **Significance**: Models random surfer behavior. **Calculation**: Iteratively distribute rank through links.",,2.6,1,1,5,4,3,3,1,1,3,2
208,"**Definition**: Sum of squared distances to cluster centroids. **Symbols**: C_i = cluster, μ_i = centroid. **Usage**: Unsupervised clustering. **Significance**: Measures cluster compactness. **Calculation**: 1) Assign points 2) Update centroids 3) Repeat.",,2.4,2,3,3,3,2,2,4,4,5,5
209,"**Definition**: Matrix factorization into orthogonal components. **Symbols**: Σ = singular values, U/V = orthogonal matrices. **Usage**: Dimensionality reduction. **Significance**: Optimal low-rank approximation. **Calculation**: Eigen decomposition of A^TA.",,2.5,4,4,3,3,4,4,4,4,2,1
210,"**Definition**: Characteristic equation of linear transformations. **Symbols**: λ = eigenvalue, v = eigenvector. **Usage**: PCA, stability analysis. **Significance**: Reveals invariant directions. **Calculation**: Solve det(A - λI) = 0.",,2.5,2,2,3,3,4,4,2,3,3,4
211,"**Definition**: Measure of joint variability. **Symbols**: x̄ = mean, n = sample size. **Usage**: Multivariate statistics. **Significance**: Captures feature relationships. **Calculation**: Mean of centered products.",,2.4,2,4,4,4,1,1,3,3,6,7
212,"**Definition**: Convergence of sample means to normality. **Symbols**: μ = population mean, σ² = variance. **Usage**: Statistical inference. **Significance**: Justifies parametric tests. **Calculation**: Sample means approximate normality as n→∞.",,2.6,4,4,1,1,3,3,3,3,2,2
213,"**Definition**: Penalization of absolute weight magnitudes. **Symbols**: w = weights, λ = strength. **Usage**: Feature selection, sparse models. **Significance**: Produces sparse solutions. **Calculation**: Sum absolute weights multiplied by λ.",,2.5,2,2,3,3,5,6,2,2,2,2
214,"**Definition**: Proportion of positive identifications that were correct. **Symbols**: TP = True Positives, FP = False Positives. **Usage**: Classification evaluation. **Significance**: Measures exactness. **Calculation**: Correct positives divided by all predicted positives.",,2.4,3,3,4,4,2,2,3,3,3,3
215,"**Definition**: Proportion of actual positives correctly identified. **Symbols**: TP = True Positives, FN = False Negatives. **Usage**: Classification evaluation. **Significance**: Measures completeness. **Calculation**: Correct positives divided by all actual positives.",,2.4,4,4,1,1,4,3,5,5,2,2
216,"**Definition**: Iterative root-finding algorithm. **Symbols**: f = function, f' = derivative. **Usage**: Optimization problems. **Significance**: Quadratic convergence. **Calculation**: Update guess using function/derivative ratio.",,2.5,3,3,2,2,4,4,2,2,3,3
217,"**Definition**: Adaptive moment estimation optimizer. **Symbols**: β = decay rates, g = gradient. **Usage**: Deep learning training. **Significance**: Combines momentum and RMSprop. **Calculation**: Compute biased moments, correct bias, update parameters.",,3.2,3,4,4,4,3,3,3,3,6,6
218,"**Definition**: Probability of k events in fixed interval. **Symbols**: λ = rate parameter. **Usage**: Modeling rare events. **Significance**: Count-based distribution. **Calculation**: Exponentiate λ, multiply by e^{-λ}, divide by factorial.",,2.4,4,4,2,2,2,2,3,3,2,2
219,"**Definition**: Discrete probability distribution of binary outcome. **Symbols**: p = success probability. **Usage**: Binary classification. **Significance**: Foundation of logistic regression. **Calculation**: p if k=1, (1-p) if k=0.",,2.4,3,3,4,4,5,5,3,3,3,3
220,"**Definition**: Continuous probability distribution. **Symbols**: μ = mean, σ = std dev. **Usage**: Natural phenomena modeling. **Significance**: Central to statistical theory. **Calculation**: Exponentiate squared standardized distance.",,2.6,2,2,3,3,2,2,4,4,5,5
221,"**Definition**: Algebraic operation returning single number from vectors. **Symbols**: a,b = vectors, n = dimension. **Usage**: Similarity measurement. **Significance**: Fundamental linear algebra operation. **Calculation**: Multiply corresponding components and sum.",,2.4,4,4,2,2,3,2,5,5,2,2
222,"**Definition**: Euclidean length of vector. **Symbols**: v = vector, n = dimension. **Usage**: Distance measurement. **Significance**: Standard vector magnitude. **Calculation**: Square root of sum of squared components.",,2.4,3,3,4,4,5,5,1,1,4,3
223,"**Definition**: Scalar value encoding matrix properties. **Symbols**: A = square matrix, σ = permutation. **Usage**: Matrix invertibility test. **Significance**: Volume scaling factor. **Calculation**: Sum of signed permutation products.",,2.6,3,4,5,5,2,2,2,2,3,4
224,**Definition**: Sum of diagonal elements. **Symbols**: A = square matrix. **Usage**: Matrix similarity. **Significance**: Invariant under rotation. **Calculation**: Sum elements where row=column.,,2.4,5,5,2,2,2,1,4,4,1,1
225,"**Definition**: Similarity measure between finite sets. **Symbols**: A,B = sets. **Usage**: Text mining, recommendation. **Significance**: Ignores non-shared elements. **Calculation**: Intersection size divided by union size.",,2.4,2,2,3,3,3,4,3,3,3,2
226,"**Definition**: Measure of angle between vectors. **Symbols**: A,B = vectors. **Usage**: Text similarity, NLP. **Significance**: Direction-based similarity. **Calculation**: Dot product divided by norm product.",,2.5,2,2,4,3,3,3,2,2,3,3
227,"**Definition**: Measure of uncertainty in random variable. **Symbols**: P = probability mass function. **Usage**: Decision trees, compression. **Significance**: Fundamental information measure. **Calculation**: Negative sum of p*log(p).",,2.6,1,2,2,1,1,5,4,3,1,1
228,"**Definition**: Measure of difference between distributions. **Symbols**: P,Q = probability distributions. **Usage**: Variational inference. **Significance**: Non-symmetric divergence. **Calculation**: Expected log-ratio under P.",,2.6,1,1,3,3,3,4,2,2,4,4
229,"**Definition**: Measure of dependence between variables. **Symbols**: P(x,y) = joint distribution. **Usage**: Feature selection. **Significance**: Non-negative dependence measure. **Calculation**: KL divergence between joint and product.",,2.4,3,3,5,5,3,3,3,3,4,5
230,"**Definition**: Piecewise linear activation function. **Symbols**: x = input. **Usage**: Neural networks. **Significance**: Avoids vanishing gradients. **Calculation**: Output x if positive, else 0.",,2.5,4,4,2,2,2,2,5,5,3,2
231,**Definition**: Variant of ReLU with small negative slope. **Symbols**: α = small positive constant. **Usage**: Deep networks. **Significance**: Prevents dying neurons. **Calculation**: Linear pass-through with small negative slope.,,2.5,1,1,3,3,4,4,2,2,2,2
232,"**Definition**: Exponential Linear Unit activation. **Symbols**: α = hyperparameter. **Usage**: Deep learning. **Significance**: Smooth transition for negatives. **Calculation**: Identity for positives, exponential for negatives.",,2.6,2,2,3,3,2,2,2,2,5,4
233,"**Definition**: Logistic regression loss function. **Symbols**: y = true label, p = predicted probability. **Usage**: Binary classification. **Significance**: Proper scoring rule. **Calculation**: Negative log likelihood of correct class.",,2.5,5,5,2,1,3,3,4,4,4,3
234,"**Definition**: Loss function for maximum-margin classification. **Symbols**: y = ±1 label, w = weights. **Usage**: Support Vector Machines. **Significance**: Encourages margin maximization. **Calculation**: Zero if correct with margin, linear penalty otherwise.",,2.5,1,1,2,2,4,4,1,1,4,4
235,"**Definition**: Distance measure accounting for covariance. **Symbols**: μ = mean, Σ = covariance. **Usage**: Multivariate outlier detection. **Significance**: Scale-invariant distance. **Calculation**: Standardize using inverse covariance.",,2.4,2,1,4,4,2,2,3,3,4,4
236,"**Definition**: Distance along axes at right angles. **Symbols**: p,q = vectors. **Usage**: Robust regression. **Significance**: Less sensitive to outliers. **Calculation**: Sum of absolute differences.",,2.5,4,4,2,2,2,2,3,3,3,3
237,**Definition**: Generalized distance metric. **Symbols**: k = order parameter. **Usage**: Parameterized distance. **Significance**: Generalizes L1/L2 distances. **Calculation**: k-th root of sum of powered differences.,,2.4,1,1,2,2,4,4,2,2,4,3
238,"**Definition**: Maximum coordinate difference. **Symbols**: p,q = vectors. **Usage**: Chessboard distance. **Significance**: L∞ norm. **Calculation**: Greatest absolute difference.",,2.5,3,3,5,5,2,2,3,3,5,5
239,"**Definition**: Number of differing positions. **Symbols**: a,b = strings/vectors. **Usage**: Error detection. **Significance**: Simple dissimilarity measure. **Calculation**: Count mismatched positions.",,2.5,4,4,2,2,3,3,3,3,2,2
240,"**Definition**: Time-dependent proportion of variance explained with dynamic weighting. **Symbols**: w(t) = time-varying weights, ŷ(t) = predictions over time. **Usage**: Adaptive regression evaluation in evolving systems. **Significance**: Captures temporal fit quality, 1=perfect, 0=baseline. **Calculation**: Weighted ratio of residual to total sum of squares over time.",,6.2,8,8,8,8,9,9,7,7,7,9
241,"**Definition**: Regularized and time-integrated adjustment for predictor complexity. **Symbols**: λ = regularization, φ = penalty terms, ψ = time function. **Usage**: Robust model comparison in dynamic settings. **Significance**: Mitigates overfitting with temporal regularization. **Calculation**: Adjust R² with penalized degrees of freedom.",,6.5,8,7,10,10,7,7,9,9,10,10
242,**Definition**: Time-integrated weighted average of absolute errors. **Symbols**: w(s) = time-varying weights. **Usage**: Robust regression analysis in dynamic environments. **Significance**: Adapts to temporal outliers. **Calculation**: Integrate weighted absolute differences over time.,,6.3,9,9,8,8,7,7,10,10,6,7
243,"**Definition**: Expected squared error under stochastic filtration. **Symbols**: E = expectation, F_t = information set. **Usage**: Probabilistic regression evaluation. **Significance**: Accounts for stochastic noise. **Calculation**: Conditional expectation of squared residuals.",,6.4,7,7,7,7,10,10,7,7,7,7
244,**Definition**: Adaptive RMSE with temporal variance integration. **Symbols**: σ(s) = time-varying variance. **Usage**: Dynamic error assessment. **Significance**: Incorporates evolving uncertainty. **Calculation**: Weighted MSE with variance integral.,,6.6,6,8,9,9,7,7,7,7,8,10
245,"**Definition**: Time-decaying measure of cluster cohesion vs separation. **Symbols**: a(t), b(t) = dynamic distances, λ(s) = decay rate. **Usage**: Evolving clustering evaluation. **Significance**: Adjusts for temporal drift. **Calculation**: Normalized difference with exponential decay.",,6.7,9,9,7,7,10,9,9,9,7,7
246,"**Definition**: Stochastic ratio of within- to between-cluster separation. **Symbols**: E = conditional expectation, F_t = filtration. **Usage**: Probabilistic clustering quality. **Significance**: Handles noisy clusters. **Calculation**: Expected worst-case ratio over time.",,6.8,5,7,9,8,9,9,9,8,9,9
247,**Definition**: Time-weighted similarity between dynamic clusterings. **Symbols**: w(t) = weights. **Usage**: Evolving clustering validation. **Significance**: Adapts to temporal changes. **Calculation**: Weighted fraction of agreeing pairs.,,6.4,7,7,9,9,7,8,8,8,10,10
248,**Definition**: Conditional information shared over time. **Symbols**: Z(t) = conditioning variable. **Usage**: Advanced clustering comparison. **Significance**: Accounts for dependencies. **Calculation**: Conditional MI over entropies.,,6.6,9,8,7,7,8,8,9,9,6,6
249,"**Definition**: Multivariate heavy-tailed distribution. **Symbols**: μ = mean vector, Σ = covariance. **Usage**: Multi-dimensional small sample inference. **Significance**: Generalizes univariate case. **Calculation**: Multivariate gamma adjustment.",,6.9,7,7,9,9,9,9,9,9,8,8
250,**Definition**: Weighted sum of squared normals. **Symbols**: w = weights. **Usage**: Adjusted goodness-of-fit tests. **Significance**: Incorporates weighted observations. **Calculation**: Weighted gamma distribution.,,6.3,8,9,10,9,8,8,9,9,8,8
251,**Definition**: Time-dependent standardized deviation. **Symbols**: η(s) = drift term. **Usage**: Dynamic outlier detection. **Significance**: Adapts to evolving distributions. **Calculation**: Adjust with temporal drift.,,6.2,8,8,6,6,8,8,9,9,8,8
252,**Definition**: Weighted multivariate correlation over time. **Symbols**: w(t) = weight matrix. **Usage**: Complex feature analysis. **Significance**: Captures dynamic relationships. **Calculation**: Weighted covariance ratio.,,6.7,6,6,7,7,9,9,7,7,8,8
253,**Definition**: Time-weighted rank correlation. **Symbols**: w(t) = weights. **Usage**: Evolving monotonic relationships. **Significance**: Adapts to rank changes. **Calculation**: Weighted rank differences over time.,,6.4,9,9,10,10,7,7,9,8,8,8
254,**Definition**: Conditional rank correlation with probability. **Symbols**: Z(t) = conditioning variable. **Usage**: Complex ordinal data. **Significance**: Incorporates dependencies. **Calculation**: Adjusted pair differences.,,6.5,10,10,7,7,7,7,9,9,7,8
255,"**Definition**: Hierarchical variance ratio with temporal noise. **Symbols**: w(t) = weights, σ(s) = variance. **Usage**: Multi-level group analysis. **Significance**: Accounts for hierarchy and noise. **Calculation**: Weighted ratio with integral.",,6.8,7,7,10,10,10,10,9,9,9,9
256,**Definition**: Multivariate combination count. **Symbols**: n_i = item counts. **Usage**: Advanced probability. **Significance**: Generalizes binomial case. **Calculation**: Product of factorials.,,6.3,8,8,8,8,6,6,9,10,10,9
257,**Definition**: Multivariate polynomial approximation. **Symbols**: α = multi-index. **Usage**: Complex function analysis. **Significance**: Extends to multiple dimensions. **Calculation**: Multi-indexed derivative sum.,,6.9,10,10,7,7,8,8,10,10,8,8
258,"**Definition**: Stochastic periodic function decomposition. **Symbols**: E = expectation, F_t = filtration. **Usage**: Noisy signal analysis. **Significance**: Handles stochastic frequencies. **Calculation**: Expected sinusoidal projection.",,6.7,6,7,8,8,10,10,8,8,7,7
259,**Definition**: Fractional integral transform. **Symbols**: α = fractional order. **Usage**: Fractional differential equations. **Significance**: Generalizes classical transform. **Calculation**: Integrate with fractional exponent.,,6.8,8,7,10,10,8,9,9,9,7,10
260,**Definition**: Nonlinear weighted convolution. **Symbols**: k = decay parameter. **Usage**: Advanced signal processing. **Significance**: Introduces temporal weighting. **Calculation**: Exponential-modified integration.,,6.6,8,8,8,8,7,7,10,9,6,7
261,**Definition**: Time-decaying conditional probability. **Symbols**: λ(s) = decay rate. **Usage**: Dynamic Bayesian networks. **Significance**: Incorporates temporal effects. **Calculation**: Weighted conditional sum.,,6.4,5,7,8,8,10,10,8,7,9,9
262,"**Definition**: Stochastic dynamic programming for HMM decoding. **Symbols**: E = expectation, F_t = filtration. **Usage**: Noisy sequence alignment. **Significance**: Handles stochastic transitions. **Calculation**: Expected recursive max-product.",,6.9,9,9,10,10,8,8,8,8,9,10
263,"**Definition**: Hierarchical expected log-likelihood. **Symbols**: Z_1, Z_2 = nested latents. **Usage**: Complex clustering models. **Significance**: Handles multi-level data. **Calculation**: Nested expectation.",,6.8,10,10,9,7,9,9,10,10,7,7
264,**Definition**: Time-adjusted upper bound. **Symbols**: μ(s) = drift term. **Usage**: Dynamic probability bounds. **Significance**: Adapts to evolving variables. **Calculation**: Adjusted mean ratio.,,6.3,7,7,8,7,9,10,8,8,8,8
265,**Definition**: Weighted deviation bound. **Symbols**: w_i = weights. **Usage**: Robust outlier analysis. **Significance**: Incorporates weighted variance. **Calculation**: Weighted inverse square.,,6.5,8,8,10,10,7,7,8,8,9,9
266,**Definition**: Multivariate tail bound. **Symbols**: d = dimensions. **Usage**: High-dimensional learning. **Significance**: Extends concentration. **Calculation**: Product of exponentials.,,6.6,9,9,7,7,8,8,9,9,7,7
267,"**Definition**: Time-dependent error decomposition. **Symbols**: F_t = filtration, σ(s) = noise. **Usage**: Adaptive model selection. **Significance**: Incorporates temporal noise. **Calculation**: Conditional bias, variance, and integral.",,6.7,9,8,9,9,10,10,8,8,6,7
268,"**Definition**: Time-varying tapered window. **Symbols**: N(t) = dynamic length, φ(t) = phase. **Usage**: Adaptive signal processing. **Significance**: Adjusts to signal changes. **Calculation**: Dynamic cosine weighting.",,6.4,7,7,8,8,6,6,8,8,8,10
269,"**Definition**: Smoothed time-dependent activation. **Symbols**: k(t) = steepness, x_0(t) = threshold. **Usage**: Dynamic neural models. **Significance**: Soft threshold transition. **Calculation**: Time-adjusted sigmoid.",,6.3,9,10,7,7,9,9,10,10,7,7
270,**Definition**: Stochastic growth curve with expectation. **Symbols**: E = conditional expectation. **Usage**: Probabilistic sigmoid models. **Significance**: Handles noisy growth. **Calculation**: Expected sigmoid.,,6.5,6,6,8,8,10,10,7,7,7,7
271,**Definition**: Time-integrated distribution distance. **Symbols**: w(s) = weight function. **Usage**: Dynamic probability metrics. **Significance**: Captures temporal divergence. **Calculation**: Weighted integral of differences.,,6.8,9,9,10,10,9,9,9,9,10,9
272,**Definition**: Conditional overlap measure. **Symbols**: Z(t) = conditioning variable. **Usage**: Adaptive feature selection. **Significance**: Adjusts for context. **Calculation**: Weighted geometric means.,,6.4,8,8,8,8,9,9,7,8,7,7
273,**Definition**: Regularized transport cost over time. **Symbols**: λ(t) = time-varying penalty. **Usage**: Dynamic GAN training. **Significance**: Balances cost and smoothness. **Calculation**: Optimize with temporal regularization.,,6.9,8,8,10,10,10,10,8,8,9,9
274,"**Definition**: Time-weighted symmetrized divergence. **Symbols**: M(s) = midpoint, w(s) = weight. **Usage**: Evolving distribution comparison. **Significance**: Integrates temporal changes. **Calculation**: Weighted KL integral.",,6.7,8,8,8,8,7,7,8,8,9,9
275,"**Definition**: Stochastic maximum mismatch. **Symbols**: E = expectation, F_t = filtration. **Usage**: Noisy image segmentation. **Significance**: Handles stochastic sets. **Calculation**: Expected supremum of distances.",,6.9,9,9,8,8,9,10,10,10,8,8
276,**Definition**: Time-integrated weighted sequence alignment. **Symbols**: w(s) = time weight. **Usage**: Adaptive time series analysis. **Significance**: Adjusts for temporal variation. **Calculation**: Weighted path integral.,,6.8,8,7,10,9,10,7,8,8,10,10
277,**Definition**: Probabilistic edit distance over time. **Symbols**: P = time-varying probabilities. **Usage**: Dynamic string alignment. **Significance**: Incorporates uncertainty. **Calculation**: Probabilistic recursive alignment.,,6.6,7,7,8,8,7,7,8,8,8,8
278,**Definition**: Stochastic shortest paths with expectation. **Symbols**: w(t) = random weights. **Usage**: Noisy routing systems. **Significance**: Handles uncertainty. **Calculation**: Expected edge relaxation.,,6.5,8,8,7,7,7,7,10,10,6,6
279,**Definition**: Time-varying shortest paths. **Symbols**: E(t) = dynamic edges. **Usage**: Evolving networks. **Significance**: Adapts to changes. **Calculation**: Relax edges over time.,,6.4,7,7,7,7,9,9,7,7,6,9
280,**Definition**: Stochastic all-pairs shortest paths. **Symbols**: E = expectation. **Usage**: Noisy network analysis. **Significance**: Handles random distances. **Calculation**: Expected path relaxation.,,6.7,8,8,9,9,7,6,7,7,9,9
281,**Definition**: Dynamic minimum spanning tree with expectation. **Symbols**: w(t) = weights. **Usage**: Evolving network design. **Significance**: Adapts to changes. **Calculation**: Expected minimum edge.,,6.3,9,8,6,7,8,8,9,9,6,6
282,**Definition**: Stochastic minimum spanning tree. **Symbols**: w(t) = random weights. **Usage**: Noisy cluster analysis. **Significance**: Handles uncertainty. **Calculation**: Expected edge sorting.,,6.4,6,6,6,10,8,8,6,6,8,8
283,"**Definition**: Recursive fast multiplication. **Symbols**: a,b,c,d = digit splits. **Usage**: High-precision arithmetic. **Significance**: Extends divide-and-conquer. **Calculation**: Nested summations.",,6.9,8,8,9,9,8,8,9,9,9,10
284,"**Definition**: Stochastic fast matrix multiplication. **Symbols**: E = expectation, ε = noise. **Usage**: Noisy linear algebra. **Significance**: Handles perturbations. **Calculation**: Expected submatrix operations.",,6.8,10,10,8,8,9,9,9,8,9,9
285,"**Definition**: Stratified random sampling integration. **Symbols**: L = strata, N_l = samples per stratum. **Usage**: High-precision integrals. **Significance**: Reduces variance. **Calculation**: Weighted stratum averages.",,6.7,6,9,9,9,9,9,6,6,7,7
286,**Definition**: Adaptive MCMC with time decay. **Symbols**: λ(s) = decay rate. **Usage**: Dynamic Bayesian sampling. **Significance**: Adjusts to evolving distributions. **Calculation**: Time-decayed acceptance ratio.,,6.9,9,9,9,9,9,9,9,9,9,8
287,"**Definition**: Time-varying layer normalization. **Symbols**: E = expectation, F_t = filtration. **Usage**: Dynamic neural networks. **Significance**: Adapts to temporal data. **Calculation**: Expected statistics with scaling.",,6.8,9,9,8,8,10,10,10,10,8,8
288,**Definition**: Multi-head context retrieval. **Symbols**: H = heads. **Usage**: Advanced transformers. **Significance**: Captures diverse patterns. **Calculation**: Sum of head-specific attentions.,,6.7,6,6,4,8,7,8,7,7,7,7
289,**Definition**: Adaptive position injection with decay. **Symbols**: d(t) = dynamic dimension. **Usage**: Evolving sequence models. **Significance**: Adjusts order awareness. **Calculation**: Decayed sine/cosine waves.,,6.5,9,9,9,9,9,8,8,8,9,9
290,**Definition**: Hierarchical regularized boosting objective. **Symbols**: L = levels. **Usage**: Multi-level gradient boosting. **Significance**: Controls complex overfitting. **Calculation**: Nested regularization.,,6.8,10,10,7,7,10,10,10,10,9,9
291,**Definition**: Stochastic skip connection block. **Symbols**: ε(t) = noise. **Usage**: Noisy deep CNNs. **Significance**: Robust to perturbations. **Calculation**: Expected mapping plus noise.,,6.9,9,8,8,9,10,10,9,5,10,10
292,**Definition**: Conditional adversarial objective. **Symbols**: z = conditioning. **Usage**: Context-aware generative modeling. **Significance**: Enhances generation quality. **Calculation**: Conditional min-max game.,,6.8,8,8,10,10,7,7,10,10,9,9
293,**Definition**: Time-integrated variational bound. **Symbols**: q(t) = dynamic encoder. **Usage**: Temporal latent models. **Significance**: Captures evolution. **Calculation**: Integrated reconstruction and KL.,,6.9,9,9,7,7,10,10,10,10,8,8
294,**Definition**: Time-varying weighted binary neuron. **Symbols**: w(t) = weights. **Usage**: Dynamic neural foundations. **Significance**: Adapts threshold logic. **Calculation**: Weighted sum comparison.,,6.3,8,7,8,7,9,9,8,8,9,10
295,"**Definition**: Time-varying graph attention coefficients for dynamic networks. **Symbols**: a(t) = time-dependent attention vector, W(t) = time-varying weight matrix, h(t) = node features over time. **Usage**: Dynamic graph attention networks in evolving systems. **Significance**: Adapts edge importance to temporal changes. **Calculation**: Compute normalized attention scores with temporal adjustments over dynamic neighborhoods.",,4.2,5,5,7,6,3,3,6,6,5,7
296,"**Definition**: Anisotropic PDE with second-order temporal effects for quantity spreading. **Symbols**: D(x) = spatially varying diffusion coefficient, ε = temporal regularization. **Usage**: Advanced image processing and physics simulations. **Significance**: Models complex diffusion with inertia. **Calculation**: Solve with spatial and temporal derivatives.",,4.5,6,6,5,5,6,6,7,6,5,5
297,"**Definition**: Conditional invertible density transformation for generative modeling. **Symbols**: z = conditioning variable, f = conditional bijective function. **Usage**: Conditional generative models. **Significance**: Enables context-aware likelihood computation. **Calculation**: Apply change of variables with conditioning.",,4.4,2,3,5,5,6,6,4,4,5,5
298,"**Definition**: Parameterized continuous-depth network with integral term. **Symbols**: λ = additional parameter, g = auxiliary function. **Usage**: Complex time series and control systems. **Significance**: Enhances adaptive computation with memory. **Calculation**: Solve ODE with integrated history.",,4.6,7,7,8,8,5,5,5,5,7,7
299,"**Definition**: Weighted kernelized optimization with sample importance. **Symbols**: w_i = sample weights, α = Lagrange multipliers. **Usage**: Robust support vector machines. **Significance**: Incorporates data importance in kernel trick. **Calculation**: Solve weighted quadratic programming.",,4.3,6,6,4,4,4,4,5,5,4,4
300,"**Definition**: Regularized minimal transport cost between distributions. **Symbols**: λ = regularization parameter, R = regularization term. **Usage**: Stabilized generative models. **Significance**: Balances cost and smoothness. **Calculation**: Optimize with regularized linear programming.",,4.5,5,4,5,5,9,7,6,6,5,5
301,"**Definition**: Adaptive efficient transport approximation over time. **Symbols**: C(t) = time-varying cost, ε(t) = dynamic regularization. **Usage**: Temporal scalable optimal transport. **Significance**: Adapts to changing data distributions. **Calculation**: Alternate normalization with time dependence.",,4.4,4,4,7,7,4,4,5,5,6,5
302,"**Definition**: Time-dependent distribution over [0,1] interval. **Symbols**: α(t), β(t) = time-varying parameters. **Usage**: Dynamic Bayesian inference. **Significance**: Models evolving probabilities. **Calculation**: Normalize with time-dependent beta function.",,4.2,5,5,3,7,5,5,6,6,4,4
303,**Definition**: Weighted multivariate generalization of beta. **Symbols**: w_i = weight factors. **Usage**: Weighted topic modeling. **Significance**: Adjusts simplex distribution. **Calculation**: Weighted multivariate gamma ratio.,,4.3,5,5,4,4,4,4,4,4,5,5
304,**Definition**: Parameterized complex factorial extension. **Symbols**: λ = scaling parameter. **Usage**: Adjusted probability distributions. **Significance**: Generalizes special function. **Calculation**: Scaled Euler integral.,,4.5,6,6,7,7,6,6,5,5,7,7
305,"**Definition**: Generalized order solution to Bessel's equation. **Symbols**: n(t) = time-varying order, φ(t) = phase shift. **Usage**: Dynamic wave propagation. **Significance**: Adapts to changing harmonics. **Calculation**: Integral with dynamic terms.",,4.6,10,6,5,5,5,5,7,7,6,6
306,"**Definition**: Multivariate convex conjugate function. **Symbols**: p_1, p_2 = multiple slopes. **Usage**: Multi-dimensional optimization. **Significance**: Extends duality. **Calculation**: Maximize over multiple variables.",,4.4,4,4,4,4,6,6,4,4,6,6
307,**Definition**: Damped reformulation of Newtonian mechanics. **Symbols**: γ = damping coefficient. **Usage**: Dissipative physics simulation. **Significance**: Includes energy loss. **Calculation**: Solve damped coupled PDEs.,,4.5,5,6,8,8,6,8,7,6,7,7
308,**Definition**: Forced energy-based mechanics formulation. **Symbols**: F = external force. **Usage**: Driven constrained systems. **Significance**: Accounts for external effects. **Calculation**: Euler-Lagrange with forcing term.,,4.3,5,6,4,4,5,5,7,6,3,3
309,**Definition**: Time-dependent symmetry to conservation laws. **Symbols**: φ(t) = time-varying transformation. **Usage**: Dynamic theoretical physics. **Significance**: Evolves conserved quantities. **Calculation**: Adjust constants over time.,,4.4,4,4,5,5,6,6,5,5,5,5
310,**Definition**: Spatial probability of states in equilibrium. **Symbols**: Ω = spatial domain. **Usage**: Spatial statistical mechanics. **Significance**: Incorporates spatial energy. **Calculation**: Spatial exponential weighting.,,4.5,5,6,6,6,4,4,5,5,8,8
311,**Definition**: Multivariate MCMC with parameters. **Symbols**: θ = model parameters. **Usage**: Complex Bayesian inference. **Significance**: Incorporates parameter uncertainty. **Calculation**: Conditional updates with parameters.,,4.6,7,7,5,5,8,7,7,7,4,4
312,**Definition**: Adaptive gradient-based MCMC. **Symbols**: ε(t) = time-varying step size. **Usage**: Dynamic high-dimensional sampling. **Significance**: Optimizes exploration. **Calculation**: Adaptive Langevin with MH correction.,,4.4,3,4,6,7,5,5,5,5,5,5
313,"**Definition**: Stochastic physics-inspired sampling. **Symbols**: η(t), ζ(t) = noise terms. **Usage**: Noisy Bayesian inference. **Significance**: Handles stochastic dynamics. **Calculation**: Simulate noisy Hamiltonian dynamics.",,4.5,7,7,7,7,4,4,6,6,7,7
314,**Definition**: Regularized evidence lower bound. **Symbols**: R(q) = regularization term. **Usage**: Stabilized Bayesian inference. **Significance**: Prevents overfitting. **Calculation**: Add regularization to ELBO.,,4.6,7,8,5,5,7,8,7,7,5,5
